YEAR,OCC1950,MARST,mariageStatusCount,Count,percent,MaritalStatus,Profession
2000,98,6,529,3366,15.71598336,Never married/single,Veterinarians
2001,98,1,205,273,75.09157509,"Married, spouse present",Veterinarians
2001,98,2,4,273,1.465201465,"Married, spouse absent",Veterinarians
2001,98,3,2,273,0.732600733,Separated,Veterinarians
2001,98,4,22,273,8.058608059,Divorced,Veterinarians
2001,98,6,40,273,14.65201465,Never married/single,Veterinarians
2002,98,1,220,294,74.82993197,"Married, spouse present",Veterinarians
2002,98,2,1,294,0.340136054,"Married, spouse absent",Veterinarians
2002,98,3,4,294,1.360544218,Separated,Veterinarians
2002,98,4,22,294,7.482993197,Divorced,Veterinarians
2002,98,5,2,294,0.680272109,Widowed,Veterinarians
2002,98,6,45,294,15.30612245,Never married/single,Veterinarians
2003,98,1,243,327,74.31192661,"Married, spouse present",Veterinarians
2003,98,2,8,327,2.44648318,"Married, spouse absent",Veterinarians
2003,98,3,6,327,1.834862385,Separated,Veterinarians
2003,98,4,16,327,4.892966361,Divorced,Veterinarians
2003,98,6,54,327,16.51376147,Never married/single,Veterinarians
2004,98,1,260,328,79.26829268,"Married, spouse present",Veterinarians
2004,98,2,1,328,0.304878049,"Married, spouse absent",Veterinarians
2004,98,3,1,328,0.304878049,Separated,Veterinarians
2004,98,4,22,328,6.707317073,Divorced,Veterinarians
2004,98,5,2,328,0.609756098,Widowed,Veterinarians
2004,98,6,42,328,12.80487805,Never married/single,Veterinarians
2005,98,1,596,809,73.67119901,"Married, spouse present",Veterinarians
2005,98,2,10,809,1.236093943,"Married, spouse absent",Veterinarians
2005,98,3,9,809,1.112484549,Separated,Veterinarians
2005,98,4,67,809,8.281829419,Divorced,Veterinarians
2005,98,5,8,809,0.988875155,Widowed,Veterinarians
2005,98,6,119,809,14.70951792,Never married/single,Veterinarians
2006,98,1,652,850,76.70588235,"Married, spouse present",Veterinarians
2006,98,2,3,850,0.352941176,"Married, spouse absent",Veterinarians
2006,98,3,6,850,0.705882353,Separated,Veterinarians
2006,98,4,56,850,6.588235294,Divorced,Veterinarians
2006,98,5,8,850,0.941176471,Widowed,Veterinarians
2006,98,6,125,850,14.70588235,Never married/single,Veterinarians
2007,98,1,613,844,72.63033175,"Married, spouse present",Veterinarians
2007,98,2,11,844,1.303317536,"Married, spouse absent",Veterinarians
2007,98,3,8,844,0.947867299,Separated,Veterinarians
2007,98,4,79,844,9.360189573,Divorced,Veterinarians
2007,98,5,7,844,0.829383886,Widowed,Veterinarians
2007,98,6,126,844,14.92890995,Never married/single,Veterinarians
2008,98,1,672,968,69.4214876,"Married, spouse present",Veterinarians
2008,98,2,18,968,1.859504132,"Married, spouse absent",Veterinarians
2008,98,3,11,968,1.136363636,Separated,Veterinarians
2008,98,4,77,968,7.954545455,Divorced,Veterinarians
2008,98,5,12,968,1.239669421,Widowed,Veterinarians
2008,98,6,178,968,18.38842975,Never married/single,Veterinarians
2009,98,1,693,919,75.40805223,"Married, spouse present",Veterinarians
2009,98,2,12,919,1.305767138,"Married, spouse absent",Veterinarians
2009,98,3,9,919,0.979325354,Separated,Veterinarians
2009,98,4,63,919,6.855277476,Divorced,Veterinarians
2009,98,5,11,919,1.19695321,Widowed,Veterinarians
2009,98,6,131,919,14.25462459,Never married/single,Veterinarians
2010,98,1,696,963,72.2741433,"Married, spouse present",Veterinarians
2010,98,2,15,963,1.557632399,"Married, spouse absent",Veterinarians
2010,98,3,10,963,1.038421599,Separated,Veterinarians
2010,98,4,70,963,7.268951194,Divorced,Veterinarians
2010,98,5,14,963,1.453790239,Widowed,Veterinarians
2010,98,6,158,963,16.40706127,Never married/single,Veterinarians
2011,98,1,658,870,75.63218391,"Married, spouse present",Veterinarians
2011,98,2,11,870,1.264367816,"Married, spouse absent",Veterinarians
2011,98,3,4,870,0.459770115,Separated,Veterinarians
2011,98,4,76,870,8.735632184,Divorced,Veterinarians
2011,98,5,11,870,1.264367816,Widowed,Veterinarians
2011,98,6,110,870,12.64367816,Never married/single,Veterinarians
2012,98,1,647,905,71.49171271,"Married, spouse present",Veterinarians
2012,98,2,12,905,1.325966851,"Married, spouse absent",Veterinarians
2012,98,3,6,905,0.662983425,Separated,Veterinarians
2012,98,4,69,905,7.624309392,Divorced,Veterinarians
2012,98,5,10,905,1.104972376,Widowed,Veterinarians
2012,98,6,161,905,17.79005525,Never married/single,Veterinarians
2013,98,1,666,902,73.83592018,"Married, spouse present",Veterinarians
2013,98,2,13,902,1.441241685,"Married, spouse absent",Veterinarians
2013,98,3,10,902,1.10864745,Separated,Veterinarians
2013,98,4,74,902,8.203991131,Divorced,Veterinarians
2013,98,5,13,902,1.441241685,Widowed,Veterinarians
2013,98,6,126,902,13.96895787,Never married/single,Veterinarians
2014,98,1,695,969,71.72342621,"Married, spouse present",Veterinarians
2014,98,2,15,969,1.547987616,"Married, spouse absent",Veterinarians
2014,98,3,9,969,0.92879257,Separated,Veterinarians
2014,98,4,67,969,6.914344685,Divorced,Veterinarians
2014,98,5,10,969,1.031991744,Widowed,Veterinarians
2014,98,6,173,969,17.85345717,Never married/single,Veterinarians
2015,98,1,678,929,72.98170075,"Married, spouse present",Veterinarians
2015,98,2,9,929,0.968783638,"Married, spouse absent",Veterinarians
2015,98,3,7,929,0.753498385,Separated,Veterinarians
2015,98,4,79,929,8.503767492,Divorced,Veterinarians
2015,98,5,15,929,1.614639397,Widowed,Veterinarians
2015,98,6,141,929,15.17761033,Never married/single,Veterinarians
2016,98,1,702,1007,69.71201589,"Married, spouse present",Veterinarians
2016,98,2,15,1007,1.489572989,"Married, spouse absent",Veterinarians
2016,98,3,5,1007,0.49652433,Separated,Veterinarians
2016,98,4,84,1007,8.341608739,Divorced,Veterinarians
2016,98,5,11,1007,1.092353525,Widowed,Veterinarians
2016,98,6,190,1007,18.86792453,Never married/single,Veterinarians
2017,98,1,714,1002,71.25748503,"Married, spouse present",Veterinarians
2017,98,2,17,1002,1.696606786,"Married, spouse absent",Veterinarians
2017,98,3,6,1002,0.598802395,Separated,Veterinarians
2017,98,4,81,1002,8.083832335,Divorced,Veterinarians
2017,98,5,14,1002,1.397205589,Widowed,Veterinarians
2017,98,6,170,1002,16.96606786,Never married/single,Veterinarians
2018,98,1,816,1137,71.76781003,"Married, spouse present",Veterinarians
2018,98,2,14,1137,1.231310466,"Married, spouse absent",Veterinarians
2018,98,3,10,1137,0.879507476,Separated,Veterinarians
2018,98,4,102,1137,8.970976253,Divorced,Veterinarians
2018,98,5,7,1137,0.615655233,Widowed,Veterinarians
2018,98,6,188,1137,16.53474055,Never married/single,Veterinarians
2019,98,1,863,1219,70.79573421,"Married, spouse present",Veterinarians
2019,98,2,9,1219,0.73831009,"Married, spouse absent",Veterinarians
2019,98,3,10,1219,0.820344545,Separated,Veterinarians
2019,98,4,93,1219,7.629204266,Divorced,Veterinarians
2019,98,5,23,1219,1.886792453,Widowed,Veterinarians
2019,98,6,221,1219,18.12961444,Never married/single,Veterinarians
1880,99,1,172,740,23.24324324,"Married, spouse present","Professional, technical and kindred workers (nec)"
1880,99,2,94,740,12.7027027,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1880,99,4,3,740,0.405405405,Divorced,"Professional, technical and kindred workers (nec)"
1880,99,5,27,740,3.648648649,Widowed,"Professional, technical and kindred workers (nec)"
1880,99,6,444,740,60,Never married/single,"Professional, technical and kindred workers (nec)"
1900,99,1,160,510,31.37254902,"Married, spouse present","Professional, technical and kindred workers (nec)"
1900,99,2,32,510,6.274509804,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1900,99,4,4,510,0.784313725,Divorced,"Professional, technical and kindred workers (nec)"
1900,99,5,56,510,10.98039216,Widowed,"Professional, technical and kindred workers (nec)"
1900,99,6,258,510,50.58823529,Never married/single,"Professional, technical and kindred workers (nec)"
1910,99,1,52,149,34.89932886,"Married, spouse present","Professional, technical and kindred workers (nec)"
1910,99,2,4,149,2.684563758,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1910,99,4,2,149,1.342281879,Divorced,"Professional, technical and kindred workers (nec)"
1910,99,5,10,149,6.711409396,Widowed,"Professional, technical and kindred workers (nec)"
1910,99,6,81,149,54.36241611,Never married/single,"Professional, technical and kindred workers (nec)"
1920,99,1,57,155,36.77419355,"Married, spouse present","Professional, technical and kindred workers (nec)"
1920,99,2,7,155,4.516129032,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1920,99,4,2,155,1.290322581,Divorced,"Professional, technical and kindred workers (nec)"
1920,99,5,15,155,9.677419355,Widowed,"Professional, technical and kindred workers (nec)"
1920,99,6,74,155,47.74193548,Never married/single,"Professional, technical and kindred workers (nec)"
1930,99,1,638,1427,44.7091801,"Married, spouse present","Professional, technical and kindred workers (nec)"
1930,99,2,51,1427,3.573931324,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1930,99,4,23,1427,1.61177295,Divorced,"Professional, technical and kindred workers (nec)"
1930,99,5,68,1427,4.765241766,Widowed,"Professional, technical and kindred workers (nec)"
1930,99,6,647,1427,45.33987386,Never married/single,"Professional, technical and kindred workers (nec)"
1940,99,1,950,1707,55.65319274,"Married, spouse present","Professional, technical and kindred workers (nec)"
1940,99,2,81,1707,4.74516696,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1940,99,4,49,1707,2.870533099,Divorced,"Professional, technical and kindred workers (nec)"
1940,99,5,49,1707,2.870533099,Widowed,"Professional, technical and kindred workers (nec)"
1940,99,6,578,1707,33.86057411,Never married/single,"Professional, technical and kindred workers (nec)"
1950,99,1,819,1168,70.11986301,"Married, spouse present","Professional, technical and kindred workers (nec)"
1950,99,2,29,1168,2.482876712,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1950,99,3,11,1168,0.941780822,Separated,"Professional, technical and kindred workers (nec)"
1950,99,4,27,1168,2.311643836,Divorced,"Professional, technical and kindred workers (nec)"
1950,99,5,16,1168,1.369863014,Widowed,"Professional, technical and kindred workers (nec)"
1950,99,6,266,1168,22.7739726,Never married/single,"Professional, technical and kindred workers (nec)"
1960,99,1,12451,18246,68.23961416,"Married, spouse present","Professional, technical and kindred workers (nec)"
1960,99,2,279,18246,1.529102269,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1960,99,3,136,18246,0.745368848,Separated,"Professional, technical and kindred workers (nec)"
1960,99,4,446,18246,2.444371369,Divorced,"Professional, technical and kindred workers (nec)"
1960,99,5,420,18246,2.301874383,Widowed,"Professional, technical and kindred workers (nec)"
1960,99,6,4514,18246,24.73966897,Never married/single,"Professional, technical and kindred workers (nec)"
1970,99,1,20718,33258,62.29478622,"Married, spouse present","Professional, technical and kindred workers (nec)"
1970,99,2,620,33258,1.864213122,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1970,99,3,662,33258,1.990498527,Separated,"Professional, technical and kindred workers (nec)"
1970,99,4,1173,33258,3.526970954,Divorced,"Professional, technical and kindred workers (nec)"
1970,99,5,1503,33258,4.519213422,Widowed,"Professional, technical and kindred workers (nec)"
1970,99,6,8582,33258,25.80431776,Never married/single,"Professional, technical and kindred workers (nec)"
1980,99,1,36585,60725,60.24701523,"Married, spouse present","Professional, technical and kindred workers (nec)"
1980,99,2,514,60725,0.846438864,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1980,99,3,1295,60725,2.132564841,Separated,"Professional, technical and kindred workers (nec)"
1980,99,4,4542,60725,7.479621243,Divorced,"Professional, technical and kindred workers (nec)"
1980,99,5,1114,60725,1.834499794,Widowed,"Professional, technical and kindred workers (nec)"
1980,99,6,16675,60725,27.45986002,Never married/single,"Professional, technical and kindred workers (nec)"
1990,99,1,63125,103597,60.93323166,"Married, spouse present","Professional, technical and kindred workers (nec)"
1990,99,2,950,103597,0.917014971,"Married, spouse absent","Professional, technical and kindred workers (nec)"
1990,99,3,1778,103597,1.716265915,Separated,"Professional, technical and kindred workers (nec)"
1990,99,4,8572,103597,8.274370879,Divorced,"Professional, technical and kindred workers (nec)"
1990,99,5,1741,103597,1.680550595,Widowed,"Professional, technical and kindred workers (nec)"
1990,99,6,27431,103597,26.47856598,Never married/single,"Professional, technical and kindred workers (nec)"
2000,99,1,149348,253289,58.9634765,"Married, spouse present","Professional, technical and kindred workers (nec)"
2000,99,2,4653,253289,1.837032007,"Married, spouse absent","Professional, technical and kindred workers (nec)"
2000,99,3,4397,253289,1.735961688,Separated,"Professional, technical and kindred workers (nec)"
2000,99,4,23517,253289,9.28465113,Divorced,"Professional, technical and kindred workers (nec)"
2000,99,5,4163,253289,1.6435771,Widowed,"Professional, technical and kindred workers (nec)"
2000,99,6,67211,253289,26.53530157,Never married/single,"Professional, technical and kindred workers (nec)"
2001,99,1,15105,24623,61.34508386,"Married, spouse present","Professional, technical and kindred workers (nec)"
2001,99,2,298,24623,1.210250579,"Married, spouse absent","Professional, technical and kindred workers (nec)"
2001,99,3,387,24623,1.571701255,Separated,"Professional, technical and kindred workers (nec)"
2001,99,4,2234,24623,9.072818097,Divorced,"Professional, technical and kindred workers (nec)"
2001,99,5,440,24623,1.786947163,Widowed,"Professional, technical and kindred workers (nec)"
2001,99,6,6159,24623,25.01319904,Never married/single,"Professional, technical and kindred workers (nec)"
2002,99,1,13897,22324,62.25138864,"Married, spouse present","Professional, technical and kindred workers (nec)"
2002,99,2,242,22324,1.084035119,"Married, spouse absent","Professional, technical and kindred workers (nec)"
2002,99,3,366,22324,1.639491131,Separated,"Professional, technical and kindred workers (nec)"
2002,99,4,2013,22324,9.017201218,Divorced,"Professional, technical and kindred workers (nec)"
2002,99,5,385,22324,1.724601326,Widowed,"Professional, technical and kindred workers (nec)"
2002,99,6,5421,22324,24.28328257,Never married/single,"Professional, technical and kindred workers (nec)"
2003,99,1,15358,24441,62.83703613,"Married, spouse present","Professional, technical and kindred workers (nec)"
2003,99,2,299,24441,1.2233542,"Married, spouse absent","Professional, technical and kindred workers (nec)"
2003,99,3,361,24441,1.477026308,Separated,"Professional, technical and kindred workers (nec)"
2003,99,4,2312,24441,9.45951475,Divorced,"Professional, technical and kindred workers (nec)"
2003,99,5,431,24441,1.763430302,Widowed,"Professional, technical and kindred workers (nec)"
2003,99,6,5680,24441,23.23963831,Never married/single,"Professional, technical and kindred workers (nec)"
2004,99,1,15503,24356,63.65166694,"Married, spouse present","Professional, technical and kindred workers (nec)"
2004,99,2,285,24356,1.170142881,"Married, spouse absent","Professional, technical and kindred workers (nec)"
2004,99,3,345,24356,1.41648875,Separated,"Professional, technical and kindred workers (nec)"
2004,99,4,2308,24356,9.476104451,Divorced,"Professional, technical and kindred workers (nec)"
2004,99,5,426,24356,1.749055674,Widowed,"Professional, technical and kindred workers (nec)"
2004,99,6,5489,24356,22.5365413,Never married/single,"Professional, technical and kindred workers (nec)"
2005,99,1,36695,57216,64.13415828,"Married, spouse present","Professional, technical and kindred workers (nec)"
2005,99,2,646,57216,1.12905481,"Married, spouse absent","Professional, technical and kindred workers (nec)"
2005,99,3,888,57216,1.552013423,Separated,"Professional, technical and kindred workers (nec)"
2005,99,4,5192,57216,9.074384787,Divorced,"Professional, technical and kindred workers (nec)"
2005,99,5,1036,57216,1.810682327,Widowed,"Professional, technical and kindred workers (nec)"
2005,99,6,12759,57216,22.29970638,Never married/single,"Professional, technical and kindred workers (nec)"
2006,99,1,36567,58486,62.52265499,"Married, spouse present","Professional, technical and kindred workers (nec)"
